0.60251046,0.402097902,0.035691437,0.876092021,0.779274138,0.083331475,0.06628718,0.805970149,0.366444139,0.796725305,0.544387369
0.050209205,0.892607393,0.059923264,0.46563774,0.816936772,0.225543539,0.05313128,0.850746269,0.068518882,0.812788376,0.673268657
0.556485356,0.306193806,0.000101075,0.145457193,0.016206346,0.028654254,0.054450876,0.8,0.224543927,0.880157303,0.588064756
0.054393305,0.531468531,0.011534347,0.503494467,0.545765807,0.019935333,0.143408576,0.895522388,0.420561991,0.66427841,0.715188312
0.121338912,0.77972028,0.142349433,0.705445545,0.59210226,0.018641989,0.143408576,0.895522388,0.420561991,0.66427841,0.715188312
0.108786611,0.393106893,7.34E-05,0.073820617,0.163433006,0.010547441,0.029808109,0.76119403,0.113611275,0.757138712,0.625040625
0.539748954,0.808691309,0.067286241,0.5468841,0.696188085,0.06665626,0.072439697,0.671641791,0.293136549,0.437972482,0.624281744
0.878661088,0.363136863,0.001577235,0.394001165,0.058434147,0.094128643,0.073875529,0.925373134,0.345932325,0.716658962,0.561312351
0.585774059,0.168331668,0.000273246,0.49271986,0.137639808,0.032913368,0.050314284,0.791044776,0.234877937,0.712059295,0.653356971
0.112970711,0.471528472,0.001988539,0.302125801,0.537548505,0.066063106,0.0767803,0.791044776,0.457521216,0.784078801,0.608363168
0.472803347,0.483516484,0.003681869,0.374927199,0.600776079,0.046045245,0.033349809,0.776119403,0.123210507,0.71411088,0.576427842
0.523012552,0.696303696,0.057302239,0.615171811,0.84136042,0.035892519,0.086954679,0.910447761,0.351451884,0.786265986,0.613338219
0.589958159,0.662337662,0.019449596,0.459959231,0.497831545,0.024464266,0.054446949,0.671641791,0.139317582,0.862227245,0.689724984
0.560669456,0.206793207,8.86E-06,0.070908561,0.173932892,0.050083621,0.001217528,0.28358209,0,0.802392363,0.515210751
0.59832636,0.166833167,2.64E-05,0.187827606,0.173476375,0.023389453,0.209699944,0.76119403,0.450389423,0.551740023,0.800758145
0.589958159,0.503496503,0.021162657,0.643855562,0.838849578,0.237364032,0.167496415,0.838805821,0.334454044,0.597666188,0.812595696
0.468619247,0.472027972,0.026429107,0.725101922,0.854599407,0.295065002,0.186398304,0.940298507,0.389656827,0.751377232,0.805807764
0.606694561,0.35964036,1.44E-05,0.024752475,0.107966218,0.035049593,0.007111504,0.671641791,0.007679386,0.642614646,0.749263589
